Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist;RPalmPosition_x;RPalmPosition_y;RPalmPosition_z;RIsPinchGrabbing;RIsPalmGrabbing;RIsAutogripGrabbing;RStrengthThumbIndex;RStrengthThumbMiddle;RStrengthThumbRing;RStrengthThumbPinky;RStrengthPalmIndex;RStrengthPalmMiddle;RStrengthPalmRing;RStrengthPalmPinky;RGrabIdentifier;RMovedCorrectly;LPalmPosition_x;LPalmPosition_y;LPalmPosition_z;LIsPinchGrabbing;LIsPalmGrabbing;LIsAutogripGrabbing;LStrengthThumbIndex;LStrengthThumbMiddle;LStrengthThumbRing;LStrengthThumbPinky;LStrengthPalmIndex;LStrengthPalmMiddle;LStrengthPalmRing;LStrengthPalmPinky;LGrabIdentifier;LMovedCorrectly;
12595;0.0200;0.0202;1.1674;-0.0491;7.1094;0.4231;355.6077;True;True;0.1431;0.6523;0.1662;13.1450;80.7316;12.1742;7.1556;32.6160;8.3119;0.0000;True;True;-0.0958;0.9215;0.4250;15.0723;89.7662;165.0723;-4.7919;46.0725;21.2477;0.0000;-0.0976;0.9135;0.5323;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
12600;0.1200;0.0226;1.1657;-0.0503;7.9345;359.2443;355.2383;True;True;0.1437;0.6518;0.1669;13.0962;80.9936;12.1996;0.0113;-0.0080;-0.0013;0.0000;True;True;-0.0822;0.9310;0.3530;14.1078;96.3612;158.5271;-0.1403;-0.2615;-1.1213;0.0000;-0.0739;0.9347;0.4825;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
12605;0.2200;0.0236;1.1657;-0.0509;7.8895;359.0749;354.9993;True;True;0.1440;0.6513;0.1668;13.1687;80.8054;12.0077;0.0005;0.0016;-0.0011;0.0000;True;True;-0.0843;0.8955;0.2798;11.7533;105.5502;148.9344;-0.0215;-0.1898;-0.3320;0.0000;-0.0541;0.9187;0.3875;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
12610;0.3000;0.0245;1.1661;-0.0508;7.6462;358.8735;354.6151;True;True;0.1441;0.6513;0.1668;13.8547;81.0686;11.8963;0.0010;0.0011;-0.0010;0.0000;True;True;-0.0971;0.8517;0.2288;7.0547;112.6420;148.2141;-0.2370;-0.8592;-0.4337;0.0000;-0.0518;0.8928;0.3338;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
12615;0.3800;0.0241;1.1654;-0.0508;7.8997;358.8042;354.0422;True;True;0.1440;0.6511;0.1671;13.6705;80.9872;11.8831;0.0062;-0.0194;0.0197;0.0000;True;True;-0.1196;0.7823;0.2082;0.0558;118.2766;151.3957;-0.5199;-1.1198;-0.6462;0.0000;-0.0679;0.8088;0.3068;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
12620;0.4800;0.0225;1.1647;-0.0520;8.1805;358.4618;354.2567;True;True;0.1441;0.6516;0.1670;13.4771;80.6054;11.7204;0.0016;0.0067;0.0003;0.0000;True;True;-0.1352;0.7240;0.1848;346.5970;120.0655;164.7928;-0.1770;-0.6506;-0.1796;0.0000;-0.0768;0.7321;0.2803;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
12625;0.5600;0.0207;1.1646;-0.0534;8.2063;357.8857;354.6175;True;True;0.1429;0.6521;0.1665;13.7620;80.7764;11.5481;-0.0185;0.0096;-0.0080;0.0000;True;True;-0.1223;0.6813;0.1892;334.1085;114.9946;175.4511;0.1716;-0.1783;0.0211;0.0000;-0.0706;0.6664;0.2788;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
12630;0.6600;0.0194;1.1651;-0.0547;8.1304;357.3661;355.1269;True;True;0.1431;0.6519;0.1662;13.8289;80.6137;11.4735;0.0008;-0.0045;-0.0022;0.0000;True;True;-0.1211;0.6796;0.1881;335.3000;111.3881;187.0369;0.0073;0.0109;0.0138;0.0000;-0.0676;0.6399;0.2718;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
12635;0.7400;0.0183;1.1652;-0.0554;8.0867;356.7513;355.3586;True;True;0.1436;0.6518;0.1661;13.9514;80.5136;11.4935;-0.0002;0.0027;-0.0012;0.0000;True;True;-0.1144;0.6659;0.2011;331.2869;102.8021;199.9348;0.0945;-0.3002;0.1365;0.0000;-0.0656;0.6142;0.2730;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
12640;0.8200;0.0167;1.1650;-0.0561;8.0843;355.7756;355.3031;True;True;0.1438;0.6522;0.1655;14.3410;80.5735;11.2705;-0.0012;0.0047;-0.0077;0.0000;True;True;-0.1157;0.6619;0.1999;332.8309;102.1414;204.5882;-0.0359;-0.0098;-0.0502;0.0000;-0.0659;0.5971;0.2696;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
