Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist;RPalmPosition_x;RPalmPosition_y;RPalmPosition_z;RIsPinchGrabbing;RIsPalmGrabbing;RIsAutogripGrabbing;RStrengthThumbIndex;RStrengthThumbMiddle;RStrengthThumbRing;RStrengthThumbPinky;RStrengthPalmIndex;RStrengthPalmMiddle;RStrengthPalmRing;RStrengthPalmPinky;RGrabIdentifier;RMovedCorrectly;LPalmPosition_x;LPalmPosition_y;LPalmPosition_z;LIsPinchGrabbing;LIsPalmGrabbing;LIsAutogripGrabbing;LStrengthThumbIndex;LStrengthThumbMiddle;LStrengthThumbRing;LStrengthThumbPinky;LStrengthPalmIndex;LStrengthPalmMiddle;LStrengthPalmRing;LStrengthPalmPinky;LGrabIdentifier;LMovedCorrectly
18055;0.0600;-0.0155;12.852;-0.0857;110.370;3.474.517;3.599.624;True;True;0.2027;0.7706;-0.2189;359.245;1.458.483;343.840;-0.1637;0.1473;0.1090;0.0000;True;True;-0.2358;0.8950;0.2303;3.291.220;1.314.995;876.241;0.2554;0.0583;-13.867;0.0000;-0.2534;0.9835;0.3088;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
18065;0.2000;-0.0102;12.757;-0.0724;151.820;3.459.110;3.572.059;True;True;0.1978;0.7798;-0.2088;346.186;1.521.543;377.910;0.0178;-0.0422;0.0348;0.0000;True;True;-0.2263;0.9371;0.0747;3.254.919;1.920.177;476.435;-0.2183;-0.4050;-0.0124;0.0000;-0.2553;10.272;0.1387;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
18075;0.3400;-0.0047;12.718;-0.0661;164.600;3.459.732;3.559.180;True;True;0.1999;0.7734;-0.2109;351.900;1.484.410;351.227;-0.0002;-0.0264;-0.0158;0.0000;True;True;-0.2064;0.8453;0.0338;3.497.426;2.392.403;251.766;0.1875;-0.4466;-0.1662;0.0000;-0.2387;0.9320;0.1081;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
18085;0.4800;0.0010;12.677;-0.0664;194.786;3.483.192;3.559.815;True;True;0.2070;0.7623;-0.2146;396.464;1.497.717;349.280;0.0550;-0.0767;-0.0328;0.0000;True;True;-0.1534;0.7568;0.0037;3.032.010;2.356.527;119.431;0.0836;-0.7783;-0.3177;0.0000;-0.1692;0.8094;0.1117;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
18090;0.5400;0.0052;12.642;-0.0662;214.102;3.508.701;3.562.088;True;True;0.2094;0.7591;-0.2158;385.065;1.454.617;333.545;0.0399;-0.0146;0.0217;0.0000;True;True;-0.1392;0.6843;-0.0273;2.770.568;1.332.121;1.143.151;0.4425;-0.5896;-0.7837;0.0000;-0.1518;0.7026;0.0901;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
18095;0.6200;0.0086;12.607;-0.0650;227.948;3.539.431;3.566.905;True;True;0.2107;0.7594;-0.2152;391.521;1.432.901;308.964;0.0097;0.0109;-0.0030;0.0000;True;True;-0.1494;0.6656;-0.0380;2.916.902;1.008.719;1.618.265;-0.2044;0.2395;0.2046;0.0000;-0.1295;0.6626;0.0658;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
18100;0.6800;0.0103;12.555;-0.0655;259.229;3.566.804;3.579.268;True;True;0.2111;0.7597;-0.2158;393.810;1.420.384;287.388;0.0011;-0.0025;-0.0130;0.0000;True;True;-0.1613;0.6843;-0.0038;3.111.994;1.250.813;1.491.284;-0.0981;0.3101;0.6910;0.0000;-0.1182;0.6895;0.0891;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
18105;0.7600;0.0111;12.511;-0.0662;287.374;3.583.109;3.591.869;True;True;0.2130;0.7578;-0.2161;414.981;1.411.960;287.507;0.0552;-0.0506;-0.0032;0.0000;True;True;-0.1577;0.6960;-0.0044;3.121.715;1.197.565;1.614.750;0.0568;0.0639;0.0034;0.0000;-0.1040;0.6977;0.0898;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
18110;0.8200;0.0117;12.480;-0.0669;303.023;3.597.699;3.594.727;True;True;0.2149;0.7543;-0.2160;415.411;1.368.212;258.920;0.0062;-0.0451;0.0183;0.0000;True;True;-0.1487;0.6981;-0.0088;3.081.302;1.067.481;1.684.733;0.2099;0.0169;-0.0527;0.0000;-0.1054;0.6879;0.0902;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
18120;0.9600;0.0169;12.427;-0.0695;326.279;50.055;0.7682;True;True;0.2133;0.7513;-0.2162;404.937;1.348.675;220.035;0.0205;-0.0499;0.0167;0.0000;True;True;-0.1484;0.6998;-0.0064;3.019.328;1.107.329;1.613.134;-0.0498;-0.0292;-0.0573;0.0000;-0.1087;0.6993;0.0958;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
