Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist;RPalmPosition_x;RPalmPosition_y;RPalmPosition_z;RIsPinchGrabbing;RIsPalmGrabbing;RIsAutogripGrabbing;RStrengthThumbIndex;RStrengthThumbMiddle;RStrengthThumbRing;RStrengthThumbPinky;RStrengthPalmIndex;RStrengthPalmMiddle;RStrengthPalmRing;RStrengthPalmPinky;RGrabIdentifier;RMovedCorrectly;LPalmPosition_x;LPalmPosition_y;LPalmPosition_z;LIsPinchGrabbing;LIsPalmGrabbing;LIsAutogripGrabbing;LStrengthThumbIndex;LStrengthThumbMiddle;LStrengthThumbRing;LStrengthThumbPinky;LStrengthPalmIndex;LStrengthPalmMiddle;LStrengthPalmRing;LStrengthPalmPinky;LGrabIdentifier;LMovedCorrectly
10370;0.0600;0.0057;11.636;-0.0326;162.313;3.497.753;3.563.059;True;True;0.1187;0.6482;0.1360;227.399;877.739;110.038;0.0025;0.0007;0.0106;0.0000;True;True;-0.1291;0.8550;0.2021;3.410.405;1.042.731;1.133.015;0.2908;-0.1650;-0.3027;0.0000;-0.1423;0.9275;0.2866;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
10375;0.1400;0.0055;11.629;-0.0331;161.344;3.496.216;3.563.148;True;True;0.1184;0.6485;0.1361;228.366;881.119;112.703;-0.0008;-0.0033;-0.0024;0.0000;True;True;-0.0978;0.8442;0.1354;3.303.325;1.244.799;1.032.360;0.2570;0.0630;-0.5169;0.0000;-0.1071;0.9203;0.2163;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
10380;0.2200;0.0055;11.632;-0.0330;158.058;3.498.735;3.565.206;True;True;0.1191;0.6466;0.1360;225.212;878.606;108.835;0.0174;-0.0479;-0.0001;0.0000;True;True;-0.0819;0.8162;0.1134;3.262.954;1.328.166;1.005.565;0.2280;-0.5730;-0.3184;0.0000;-0.0889;0.9031;0.1925;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
10385;0.3000;0.0051;11.639;-0.0328;152.298;3.499.221;3.566.314;True;True;0.1197;0.6456;0.1366;225.023;877.329;106.883;0.0100;-0.0053;0.0052;0.0000;True;True;-0.0535;0.8069;0.0757;3.251.580;1.370.322;994.939;0.7772;-0.1022;-0.9464;0.0000;-0.0593;0.8841;0.1563;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
10390;0.3800;0.0044;11.644;-0.0324;148.395;3.499.569;3.567.257;True;True;0.1198;0.6452;0.1364;235.745;876.089;100.141;0.0026;-0.0061;-0.0071;0.0000;True;True;-0.0355;0.7975;0.0436;3.198.858;1.463.628;969.021;0.3470;-0.0067;-0.4804;0.0000;-0.0362;0.8657;0.1232;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
10395;0.4600;0.0034;11.655;-0.0318;143.733;3.502.039;3.567.889;True;True;0.1198;0.6453;0.1360;257.173;887.171;107.734;-0.0131;0.0111;-0.0042;0.0000;True;True;-0.0260;0.8088;0.0148;3.148.579;1.567.322;949.094;0.2139;0.4296;-0.4763;0.0000;-0.0170;0.8736;0.0984;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
10400;0.5400;0.0024;11.665;-0.0324;137.213;3.503.954;3.569.417;True;True;0.1225;0.6563;0.1212;301.537;892.145;108.706;0.1280;0.0696;-0.3266;0.0000;True;True;-0.0203;0.8350;0.0240;3.102.108;1.693.622;918.226;0.0724;0.5196;0.3697;0.0000;-0.0006;0.8932;0.1022;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
10405;0.6200;0.0009;11.693;-0.0334;123.062;3.503.390;3.573.828;True;True;0.1271;0.6547;0.1168;359.277;896.678;95.415;-0.0023;0.0171;0.0136;0.0000;True;True;-0.0170;0.8582;0.0451;3.093.770;1.868.558;811.564;0.0289;0.1680;0.4495;0.0000;0.0111;0.9211;0.1188;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
10410;0.7000;-0.0005;11.729;-0.0343;102.271;3.501.851;3.577.224;True;True;0.1217;0.6576;0.1191;311.552;895.498;107.283;-0.0489;0.1110;0.0222;0.0000;True;True;-0.0209;0.8870;0.0718;3.154.604;1.958.686;745.145;-0.1162;0.1114;0.2003;0.0000;0.0084;0.9578;0.1379;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
10415;0.7800;-0.0014;11.758;-0.0351;84.880;3.498.078;3.576.440;True;True;0.1173;0.6697;0.1246;291.664;873.023;102.649;-0.0473;0.0255;0.0614;0.0000;True;True;-0.0241;0.9083;0.0918;3.208.246;1.917.990;751.926;-0.0143;0.2223;0.0927;0.0000;-0.0005;0.9832;0.1543;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
