Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist;RPalmPosition_x;RPalmPosition_y;RPalmPosition_z;RIsPinchGrabbing;RIsPalmGrabbing;RIsAutogripGrabbing;RStrengthThumbIndex;RStrengthThumbMiddle;RStrengthThumbRing;RStrengthThumbPinky;RStrengthPalmIndex;RStrengthPalmMiddle;RStrengthPalmRing;RStrengthPalmPinky;RGrabIdentifier;RMovedCorrectly;LPalmPosition_x;LPalmPosition_y;LPalmPosition_z;LIsPinchGrabbing;LIsPalmGrabbing;LIsAutogripGrabbing;LStrengthThumbIndex;LStrengthThumbMiddle;LStrengthThumbRing;LStrengthThumbPinky;LStrengthPalmIndex;LStrengthPalmMiddle;LStrengthPalmRing;LStrengthPalmPinky;LGrabIdentifier;LMovedCorrectly
19655;0.0600;-0.0610;11.786;0.0329;138.386;3.456.254;3.525.190;True;True;-0.0639;0.8760;0.2031;67.982;367.696;3.225.381;0.0512;-0.0612;-0.2830;0.0000;True;True;-0.1588;0.6520;0.1522;3.102.893;1.376.518;1.385.233;-0.0153;-0.0188;0.0028;0.0000;-0.1054;0.6786;0.2443;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
19660;0.1200;-0.0655;11.783;0.0319;137.162;3.445.495;3.529.852;True;True;-0.0448;0.8805;0.1713;79.171;251.323;3.234.632;0.5540;-0.0100;-0.5410;0.0000;True;True;-0.1599;0.6523;0.1520;3.117.350;1.351.982;1.398.827;0.0047;0.0375;0.0068;0.0000;-0.1071;0.6782;0.2441;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
19665;0.2000;-0.0702;11.780;0.0304;135.621;3.433.719;3.538.323;True;True;-0.0359;0.8615;0.1744;62.933;176.062;3.277.840;0.1188;-0.3061;0.1128;0.0000;True;True;-0.1588;0.6590;0.1525;3.140.923;1.303.423;1.454.955;0.0724;0.0622;0.0678;0.0000;-0.1080;0.6784;0.2452;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
19670;0.2600;-0.0744;11.783;0.0291;133.973;3.423.885;3.546.707;True;True;-0.0235;0.8395;0.1808;111.768;107.183;3.344.335;0.3069;-0.4935;0.1771;0.0000;True;True;-0.1554;0.6829;0.1594;3.231.518;1.251.792;1.528.818;0.0308;0.6102;0.1061;0.0000;-0.1010;0.6920;0.2537;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
19675;0.3400;-0.0779;11.790;0.0274;131.977;3.415.478;3.553.924;True;True;-0.0151;0.8075;0.1763;179.181;129.270;3.432.787;0.0630;-0.2349;-0.1780;0.0000;True;True;-0.1640;0.6951;0.1478;3.330.323;1.247.772;1.595.446;-0.1241;0.1515;-0.1259;0.0000;-0.0993;0.6953;0.2405;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
19680;0.4000;-0.0802;11.809;0.0254;124.599;3.408.028;3.557.115;True;True;-0.0059;0.7752;0.1765;214.045;187.861;3.509.905;0.0603;-0.6473;0.2488;0.0000;True;True;-0.1651;0.6883;0.1415;3.277.674;1.181.607;1.609.418;0.0207;-0.2626;-0.0851;0.0000;-0.1109;0.6902;0.2371;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
19685;0.4800;-0.0816;11.837;0.0234;114.653;3.402.252;3.558.666;True;True;0.0010;0.7606;0.1909;266.533;251.000;20.044;0.0847;-0.0206;0.0563;0.0000;True;True;-0.1585;0.6761;0.1440;3.304.294;1.179.451;1.578.806;0.1309;-0.0299;0.0758;0.0000;-0.1119;0.6807;0.2403;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
19690;0.5400;-0.0823;11.859;0.0216;104.930;3.395.978;3.556.713;True;True;-0.0021;0.7702;0.1947;345.229;299.906;59.639;-0.2126;0.4227;0.0860;0.0000;True;True;-0.1540;0.6759;0.1435;3.324.504;1.184.970;1.560.405;-0.0184;0.0165;-0.1198;0.0000;-0.1049;0.6849;0.2425;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
19695;0.6200;-0.0832;11.873;0.0205;98.263;3.389.243;3.554.207;True;True;-0.0069;0.7821;0.1907;342.237;358.461;98.999;-0.0163;0.0517;-0.0781;0.0000;True;True;-0.1563;0.6789;0.1413;3.358.850;1.176.237;1.604.875;-0.0189;0.1026;0.0079;0.0000;-0.1059;0.6790;0.2386;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
19700;0.6800;-0.0848;11.881;0.0202;93.701;3.381.461;3.552.989;True;True;-0.0067;0.7805;0.1890;328.901;373.603;112.074;0.0075;-0.0582;-0.0115;0.0000;True;True;-0.1571;0.6907;0.1418;3.369.607;1.151.729;1.661.902;-0.0183;0.0960;-0.0285;0.0000;-0.1073;0.6819;0.2394;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
