Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist;RPalmPosition_x;RPalmPosition_y;RPalmPosition_z;RIsPinchGrabbing;RIsPalmGrabbing;RIsAutogripGrabbing;RStrengthThumbIndex;RStrengthThumbMiddle;RStrengthThumbRing;RStrengthThumbPinky;RStrengthPalmIndex;RStrengthPalmMiddle;RStrengthPalmRing;RStrengthPalmPinky;RGrabIdentifier;RMovedCorrectly;LPalmPosition_x;LPalmPosition_y;LPalmPosition_z;LIsPinchGrabbing;LIsPalmGrabbing;LIsAutogripGrabbing;LStrengthThumbIndex;LStrengthThumbMiddle;LStrengthThumbRing;LStrengthThumbPinky;LStrengthPalmIndex;LStrengthPalmMiddle;LStrengthPalmRing;LStrengthPalmPinky;LGrabIdentifier;LMovedCorrectly
17100;0.1400;-0.0749;12.086;-0.0423;190.151;3.481.197;3.583.346;True;True;-0.0734;10.012;0.1660;97.386;423.952;3.571.963;0.3178;0.1082;-0.4379;0.0000;True;True;-0.4252;12.956;-0.0545;597.671;1.033.442;1.084.596;-0.0218;-0.0575;-0.0083;0.0000;-0.3419;13.374;-0.0081;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
17105;0.2200;-0.0747;12.075;-0.0414;192.836;3.483.578;3.585.612;True;True;-0.0358;0.9868;0.1167;85.769;305.839;3.396.122;0.3415;-0.3097;-0.6111;0.0000;True;True;-0.4249;12.934;-0.0544;611.896;967.891;1.026.569;0.0000;0.0058;-0.0028;0.0000;-0.3424;13.361;-0.0094;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
17110;0.3000;-0.0732;12.058;-0.0418;198.089;3.489.099;3.585.884;True;True;-0.0246;0.9571;0.1173;82.474;215.000;3.226.876;0.0226;-0.3278;0.3219;0.0000;True;True;-0.4266;12.941;-0.0543;594.636;1.087.897;1.145.186;-0.0344;-0.0016;0.0172;0.0000;-0.3431;13.339;-0.0077;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
17115;0.3800;-0.0708;12.056;-0.0427;202.002;3.499.954;3.587.526;True;True;-0.0082;0.9426;0.1049;68.339;158.044;3.073.850;0.1710;0.0271;-0.2138;0.0000;True;True;-0.4274;12.937;-0.0536;520.928;1.250.428;1.281.951;0.0043;-0.0050;-0.0050;0.0000;-0.3418;13.279;-0.0072;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
17120;0.4600;-0.0668;12.048;-0.0444;205.405;3.526.077;3.594.438;True;True;0.0053;0.9384;0.1073;82.888;164.727;3.021.588;0.1805;0.0127;0.0814;0.0000;True;True;-0.4267;12.953;-0.0525;496.824;1.298.229;1.326.926;0.0008;0.0323;0.0523;0.0000;-0.3408;13.263;-0.0059;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
17125;0.5400;-0.0627;12.038;-0.0461;211.315;3.547.731;3.598.728;True;True;0.0345;0.9372;0.1076;66.269;215.990;2.993.379;0.6180;-0.1133;0.0427;0.0000;True;True;-0.4238;12.961;-0.0504;514.253;1.309.594;1.324.702;0.0685;-0.0038;-0.0114;0.0000;-0.3365;13.271;-0.0072;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
17130;0.6200;-0.0577;12.012;-0.0495;227.136;3.572.401;0.4386;True;True;0.0568;0.9332;0.1109;74.241;263.575;2.969.724;0.1506;0.0173;0.0559;0.0000;True;True;-0.4215;12.969;-0.0488;483.021;1.336.947;1.349.102;0.0079;0.0068;0.0373;0.0000;-0.3335;13.261;-0.0045;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
17135;0.7000;-0.0524;12.000;-0.0538;238.416;3.596.438;0.9603;True;True;0.0765;0.9324;0.1186;84.116;341.197;2.974.583;0.1976;-0.0036;0.0735;0.0000;True;True;-0.4193;12.941;-0.0496;447.729;1.339.767;1.342.136;0.0246;-0.0169;-0.0581;0.0000;-0.3319;13.266;-0.0048;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
17140;0.7800;-0.0473;11.999;-0.0580;242.032;19.713;16.218;True;True;0.0896;0.9310;0.1249;51.999;430.359;2.989.592;0.1667;-0.0604;0.0919;0.0000;True;True;-0.4199;12.915;-0.0543;478.525;1.213.127;1.265.481;-0.0350;-0.0144;-0.0953;0.0000;-0.3357;13.281;-0.0037;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
17150;0.9600;-0.0416;12.001;-0.0651;243.958;22.950;13.991;True;True;0.1096;0.9400;0.1306;69.761;485.746;3.077.682;0.0963;0.0499;-0.0282;0.0000;True;True;-0.4273;12.922;-0.0698;446.140;1.172.932;1.263.202;-0.0555;0.0383;-0.1154;0.0000;-0.3497;13.322;-0.0114;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;0.0000;0.0000;0.0000;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False
